name,category,iconName,nodeId,assetPath,useTier,verification,notes
Utility Icons  / A / away,Utility Icons,away,1518:28662,icon-assets/exported-svg/Utility Icons/A/away.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons  / H / Hourglass,Utility Icons,Hourglass,1518:28616,icon-assets/exported-svg/Utility Icons/H/Hourglass.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / A / activity,Utility Icons,activity,1518:28612,icon-assets/exported-svg/Utility Icons/A/activity.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / B / back,Utility Icons,back,1518:28664,icon-assets/exported-svg/Utility Icons/B/back.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / B / ban,Utility Icons,ban,1518:28666,icon-assets/exported-svg/Utility Icons/B/ban.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / B / block_visitor,Utility Icons,block_visitor,1518:28668,icon-assets/exported-svg/Utility Icons/B/block_visitor.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / B / bold,Utility Icons,bold,1518:28670,icon-assets/exported-svg/Utility Icons/B/bold.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / B / bookmark,Utility Icons,bookmark,1518:28672,icon-assets/exported-svg/Utility Icons/B/bookmark.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / B / breadcrumbs,Utility Icons,breadcrumbs,1518:28674,icon-assets/exported-svg/Utility Icons/B/breadcrumbs.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / B / broadcast,Utility Icons,broadcast,1518:28676,icon-assets/exported-svg/Utility Icons/B/broadcast.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / B / brush,Utility Icons,brush,1518:28678,icon-assets/exported-svg/Utility Icons/B/brush.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / B / bucket,Utility Icons,bucket,1518:28680,icon-assets/exported-svg/Utility Icons/B/bucket.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / B / builder,Utility Icons,builder,1518:28682,icon-assets/exported-svg/Utility Icons/B/builder.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / B / button_choice,Utility Icons,button_choice,1518:29410,icon-assets/exported-svg/Utility Icons/B/button_choice.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / call,Utility Icons,call,1518:28684,icon-assets/exported-svg/Utility Icons/C/call.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / campaign,Utility Icons,campaign,1518:28686,icon-assets/exported-svg/Utility Icons/C/campaign.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / cancel_file_request,Utility Icons,cancel_file_request,1518:28688,icon-assets/exported-svg/Utility Icons/C/cancel_file_request.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / cancel_transfer,Utility Icons,cancel_transfer,1518:28690,icon-assets/exported-svg/Utility Icons/C/cancel_transfer.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / capslock,Utility Icons,capslock,1518:28692,icon-assets/exported-svg/Utility Icons/C/capslock.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / cart,Utility Icons,cart,1518:28694,icon-assets/exported-svg/Utility Icons/C/cart.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / case,Utility Icons,case,1518:28696,icon-assets/exported-svg/Utility Icons/C/case.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / cases,Utility Icons,cases,1518:28698,icon-assets/exported-svg/Utility Icons/C/cases.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / center_align_text,Utility Icons,center_align_text,1518:28700,icon-assets/exported-svg/Utility Icons/C/center_align_text.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / change_owner,Utility Icons,change_owner,1518:28702,icon-assets/exported-svg/Utility Icons/C/change_owner.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / change_record_type,Utility Icons,change_record_type,1518:28704,icon-assets/exported-svg/Utility Icons/C/change_record_type.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / chart,Utility Icons,chart,1518:28706,icon-assets/exported-svg/Utility Icons/C/chart.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / chat,Utility Icons,chat,1518:28708,icon-assets/exported-svg/Utility Icons/C/chat.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / chatbot,Utility Icons,chatbot,1518:28710,icon-assets/exported-svg/Utility Icons/C/chatbot.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / check,Utility Icons,check,1518:28712,icon-assets/exported-svg/Utility Icons/C/check.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / checkin,Utility Icons,checkin,1518:28714,icon-assets/exported-svg/Utility Icons/C/checkin.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / chevrondown,Utility Icons,chevrondown,1518:28716,icon-assets/exported-svg/Utility Icons/C/chevrondown.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / chevronleft,Utility Icons,chevronleft,1518:28718,icon-assets/exported-svg/Utility Icons/C/chevronleft.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / chevronleft-double,Utility Icons,chevronleft-double,6618:12415,icon-assets/exported-svg/Utility Icons/C/chevronleft-double.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / chevronright,Utility Icons,chevronright,1518:28720,icon-assets/exported-svg/Utility Icons/C/chevronright.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / chevronright-double,Utility Icons,chevronright-double,6618:12416,icon-assets/exported-svg/Utility Icons/C/chevronright-double.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / chevronup,Utility Icons,chevronup,1518:28722,icon-assets/exported-svg/Utility Icons/C/chevronup.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / choice,Utility Icons,choice,1518:28724,icon-assets/exported-svg/Utility Icons/C/choice.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / classic interface,Utility Icons,classic interface,1518:28726,icon-assets/exported-svg/Utility Icons/C/classic interface.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / clear,Utility Icons,clear,1518:28728,icon-assets/exported-svg/Utility Icons/C/clear.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / clock,Utility Icons,clock,1518:28730,icon-assets/exported-svg/Utility Icons/C/clock.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / close,Utility Icons,close,1518:28732,icon-assets/exported-svg/Utility Icons/C/close.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / collapse_all,Utility Icons,collapse_all,1518:28734,icon-assets/exported-svg/Utility Icons/C/collapse_all.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / collection_variable,Utility Icons,collection_variable,1518:28736,icon-assets/exported-svg/Utility Icons/C/collection_variable.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / color swatch,Utility Icons,color swatch,1518:28738,icon-assets/exported-svg/Utility Icons/C/color swatch.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / comments,Utility Icons,comments,1518:28740,icon-assets/exported-svg/Utility Icons/C/comments.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / company,Utility Icons,company,1518:28742,icon-assets/exported-svg/Utility Icons/C/company.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / component_customization,Utility Icons,component_customization,1518:29408,icon-assets/exported-svg/Utility Icons/C/component_customization.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / connected_apps,Utility Icons,connected_apps,1518:28744,icon-assets/exported-svg/Utility Icons/C/connected_apps.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / constant,Utility Icons,constant,1518:28746,icon-assets/exported-svg/Utility Icons/C/constant.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / contact_request,Utility Icons,contact_request,1518:28748,icon-assets/exported-svg/Utility Icons/C/contact_request.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / contract,Utility Icons,contract,1518:28750,icon-assets/exported-svg/Utility Icons/C/contract.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / contract_alt,Utility Icons,contract_alt,1518:28752,icon-assets/exported-svg/Utility Icons/C/contract_alt.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / copy,Utility Icons,copy,1518:28754,icon-assets/exported-svg/Utility Icons/C/copy.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / copy_to_clipboard,Utility Icons,copy_to_clipboard,1518:28756,icon-assets/exported-svg/Utility Icons/C/copy_to_clipboard.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / crossfilter,Utility Icons,crossfilter,1518:28758,icon-assets/exported-svg/Utility Icons/C/crossfilter.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / C / currency,Utility Icons,currency,1518:28760,icon-assets/exported-svg/Utility Icons/C/currency.svg,primary,visual-required,Searchable and usable after visual verification.
